species,species_group,article_classified,birdbase,birds_of_the_world,eubirds,hand_entered,partners_in_flight,peterjohn_2006,vickery_1999,analysis_class,include
orange_footed_scrubfowl,species,NA,forest; woodland; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,woodland,FALSE
orange_fronted_barbet,species,NA,forest; grasslands; artificial,NA,NA,NA,NA,NA,NA,facultative,TRUE
orange_fronted_fruit_dove,species,NA,forest; woodland; savannah; artificial; coastal,NA,NA,NA,NA,NA,NA,facultative,TRUE
orange_fronted_hanging_parrot,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
orange_fronted_parakeet,species,NA,forest; woodland; shrub; savannah; artificial; wetlands_lakes_marsh,NA,NA,NA,Forests:  Tropical Dry,NA,NA,facultative,TRUE
orange_fronted_plushcrown,species,NA,forest; shrub; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
orange_fronted_yellow_finch,species,NA,shrub; savannah; artificial; riparian,NA,NA,NA,NA,NA,NA,facultative,TRUE
orange_ground_thrush,species,NA,forest; riparian,NA,NA,NA,NA,NA,NA,forest,FALSE
orange_headed_tanager,species,NA,forest; woodland; shrub; artificial; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
orange_headed_thrush,species,NA,forest; woodland; artificial; riparian,NA,NA,NA,NA,NA,NA,woodland,FALSE
orange_lined_sunbird,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
orange_minivet,species,NA,forest; artificial,NA,NA,NA,NA,NA,NA,forest,FALSE
orange_necked_partridge,species,NA,forest; bamboo; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
orange_oriole,species,NA,woodland; artificial; wetlands_lakes_marsh,NA,NA,NA,Forests:  Tropical Dry,NA,NA,woodland,FALSE
orange_river_francolin,species,NA,forest; woodland; shrub; savannah; grasslands,NA,NA,NA,NA,NA,NA,facultative,TRUE
orange_river_white_eye,species,NA,forest; woodland; shrub; savannah; artificial; riparian,NA,NA,NA,NA,NA,NA,facultative,TRUE
orange_spotted_bulbul,species,NA,forest; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
orange_throated_chlorospingus,species,NA,forest; woodland,NA,NA,NA,NA,NA,NA,woodland,FALSE
orange_throated_sunangel,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
orange_throated_tanager,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
orange_tufted_spiderhunter,species,NA,forest; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
orange_tufted_sunbird,species,NA,forest; woodland; shrub; savannah; grasslands; rocky_areas; artificial,NA,NA,NA,NA,NA,NA,facultative,TRUE
orange_weaver,species,NA,shrub; riparian; coastal; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,shrub,FALSE
orange_winged_amazon,species,NA,forest; bamboo; woodland; savannah; artificial; riparian; coastal,NA,NA,NA,NA,NA,NA,facultative,TRUE
orange_winged_pytilia,species,NA,forest; woodland; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
orangequit,species,NA,forest; artificial,NA,NA,NA,NA,NA,NA,forest,FALSE
orchard_oriole,species,NA,forest; woodland; shrub; savannah; artificial; riparian; wetlands_lakes_marsh,NA,NA,NA,Forests:  Temperate Eastern; Forests:  Tropical Generalist,NA,NA,facultative,TRUE
orential_magpie,species,NA,shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
oriental_bay_owl,species,NA,forest; artificial; coastal,NA,NA,NA,NA,NA,NA,forest,FALSE
oriental_cuckoo,species,NA,forest; woodland; savannah; artificial; coastal; wetlands_lakes_marsh,NA,deciduous_forest; coniferous_forest,NA,NA,NA,NA,facultative,TRUE
oriental_darter,species,NA,riparian; coastal; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,other,TRUE
oriental_dollarbird,species,NA,forest; bamboo; woodland; savannah; artificial; riparian,NA,NA,NA,NA,NA,NA,facultative,TRUE
oriental_greenfinch,species,NA,forest; woodland; plains; artificial; riparian; coastal,NA,NA,NA,NA,NA,NA,facultative,TRUE
oriental_hobby,species,NA,forest; shrub; coastal,NA,NA,NA,NA,NA,NA,shrub,FALSE
oriental_honey_buzzard,species,NA,forest; woodland,NA,NA,NA,NA,NA,NA,woodland,FALSE
oriental_magpie_robin,species,NA,forest; bamboo; woodland; artificial; riparian; coastal,NA,NA,NA,NA,NA,NA,woodland,FALSE
oriental_paradise_flycatcher,species,NA,forest; bamboo; shrub; artificial; coastal,NA,NA,NA,NA,NA,NA,shrub,FALSE
oriental_pied_hornbill,species,NA,forest; woodland; artificial,NA,NA,NA,NA,NA,NA,woodland,FALSE
oriental_plover,species,NA,grasslands; artificial; riparian; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,facultative,TRUE
oriental_pratincole,species,NA,grasslands; artificial; coastal; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,facultative,TRUE
oriental_reed_warbler,species,NA,artificial; riparian; coastal; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,other,TRUE
oriental_scops_owl,species,NA,forest; woodland; artificial; riparian,NA,NA,NA,NA,NA,NA,woodland,FALSE
oriental_skylark,species,NA,grasslands; plains; artificial; riparian; coastal; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,facultative,TRUE
oriental_stork,species,NA,woodland; artificial; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,woodland,FALSE
oriental_turtle_dove,species,NA,forest; woodland; artificial,NA,NA,NA,NA,NA,NA,woodland,FALSE
oriente_warbler,species,NA,forest; woodland; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
orinocan_saltator,species,NA,forest; woodland; shrub; artificial; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
orinoco_goose,species,NA,forest; savannah; grasslands; riparian; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,facultative,TRUE
orinoco_piculet,species,NA,forest; shrub; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
orinoco_softtail,species,NA,forest; riparian,NA,NA,NA,NA,NA,NA,forest,FALSE
orinoco_spinetail,species,NA,shrub; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
oriole_blackbird,species,NA,forest; shrub; grasslands; artificial; riparian; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,facultative,TRUE
oriole_finch,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
oriole_warbler,species,NA,forest; shrub; rocky_areas; artificial; coastal,NA,NA,NA,NA,NA,NA,shrub,FALSE
oriole_whistler,species,NA,forest; artificial,NA,NA,NA,NA,NA,NA,forest,FALSE
ornate_hawk_eagle,species,NA,forest; woodland; riparian,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,woodland,FALSE
ornate_lorikeet,species,NA,forest; woodland; artificial; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,woodland,FALSE
ornate_melidectes,species,NA,forest; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
ornate_pitta,species,NA,forest; savannah; artificial,NA,NA,NA,NA,NA,NA,facultative,TRUE
ornate_sunbird,species,NA,forest; shrub; plains; artificial; coastal,NA,NA,NA,NA,NA,NA,facultative,TRUE
ornate_tinamou,species,NA,woodland; shrub; grasslands; artificial,NA,NA,NA,NA,NA,facultative,facultative,TRUE
ortolan_bunting,species,NA,shrub; grasslands; rocky_areas; desert; artificial,NA,coniferous_forest; woodland; shrub,NA,NA,NA,NA,facultative,TRUE
osprey,species,NA,artificial; coastal; wetlands_lakes_marsh,NA,freshwater; marine,NA,Wetlands:  Lakes and Rivers; Coasts:  Saltmarsh; Wetlands:  Generalist,NA,NA,other,TRUE
ou,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
oustalets_sunbird,species,NA,woodland; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
oustalets_tyrannulet,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
outcrop_sabrewing,species,NA,forest; rocky_areas,NA,NA,NA,NA,NA,NA,forest,FALSE
ouvea_parakeet,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
ovambo_sparrowhawk,species,NA,forest; woodland; shrub; savannah; grasslands,NA,NA,NA,NA,NA,NA,facultative,TRUE
ovenbird,species,NA,forest; shrub,NA,NA,NA,Forests:  Temperate Eastern; Forests:  Boreal; Forests:  Tropical Generalist; Coasts:  Mangroves,NA,NA,shrub,FALSE
oxapampa_antpitta,species,NA,forest; woodland,NA,NA,NA,NA,NA,NA,woodland,FALSE
oya_tabu_white_eye,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
pacific_antwren,species,NA,forest; shrub; artificial; riparian,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,shrub,FALSE
pacific_baza,species,NA,forest; woodland; savannah; artificial; riparian; coastal,NA,NA,NA,NA,NA,NA,facultative,TRUE
pacific_black_duck,species,NA,artificial; riparian; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,other,TRUE
pacific_cacique,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
pacific_elaenia,species,NA,woodland; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
pacific_flatbill,species,NA,forest; woodland,NA,NA,NA,NA,NA,NA,woodland,FALSE
pacific_golden_plover,species,NA,grasslands; rocky_areas; artificial; coastal; wetlands_lakes_marsh,NA,NA,NA,Wetlands:  Tundra; Coasts:  Beach and Estuary,NA,obligate,obligate,TRUE
pacific_gull,species,NA,coastal,NA,NA,NA,NA,NA,NA,other,TRUE
pacific_hornero,species,NA,woodland; shrub; plains; artificial; riparian,NA,NA,NA,NA,NA,NA,facultative,TRUE
pacific_imperial_pigeon,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
pacific_kingfisher,species,NA,forest; woodland; savannah; grasslands; artificial; riparian; coastal; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,facultative,TRUE
pacific_loon,species,NA,coastal; wetlands_lakes_marsh,NA,NA,NA,Wetlands:  Tundra; Coasts:  Marine Waters,NA,NA,other,TRUE
pacific_parakeet,species,NA,forest; woodland; shrub; plains,NA,NA,NA,Forests:  Tropical Dry,NA,NA,facultative,TRUE
pacific_parrotlet,species,NA,forest; woodland; shrub; artificial; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
pacific_reef_egret,species,NA,artificial; riparian; coastal; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,other,TRUE
pacific_robin,species,NA,forest; woodland; shrub; artificial; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
pacific_royal_flycatcher,species,NA,forest; riparian,NA,NA,NA,NA,NA,NA,forest,FALSE
pacific_screech_owl,species,NA,forest; woodland; desert,NA,NA,NA,Forests:  Tropical Dry,NA,NA,woodland,FALSE
pacific_slope_flycatcher,species,NA,forest; woodland; riparian,NA,NA,NA,Forests:  Temperate Western; Forests:  Tropical Dry,NA,NA,woodland,FALSE
pacific_swift,species,NA,forest; woodland; shrub; savannah; grasslands; plains; artificial; coastal; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,facultative,TRUE
pacific_tuftedcheek,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
pacific_wren,species,NA,forest; woodland; riparian; wetlands_lakes_marsh,NA,NA,NA,Forests:  Temperate Western,NA,NA,woodland,FALSE
paddyfield_pipit,species,NA,savannah; grasslands; plains; artificial; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,facultative,TRUE
paddyfield_warbler,species,NA,shrub; grasslands; riparian; wetlands_lakes_marsh,NA,reed,NA,NA,NA,NA,facultative,TRUE
pagan_reed_warbler,species,NA,forest; shrub; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,shrub,FALSE
paint_billed_crake,species,NA,shrub; grasslands; artificial; wetlands_lakes_marsh,NA,NA,NA,Grasslands:  Tropical; Wetlands:  Seasonally Wet Grasslands,NA,NA,facultative,TRUE
painted_bunting,species,NA,shrub; grasslands; riparian,NA,NA,NA,Forests:  Temperate Eastern; Forests:  Tropical Dry; Open Country:  Habitat Mosaic,NA,NA,facultative,TRUE
painted_bush_quail,species,NA,forest; shrub; grasslands; artificial,NA,NA,NA,NA,NA,NA,facultative,TRUE
painted_buttonquail,species,NA,forest; woodland; shrub; grasslands,NA,NA,NA,NA,NA,NA,facultative,TRUE
painted_finch,species,NA,shrub; savannah; plains; rocky_areas; desert; artificial,NA,NA,NA,NA,NA,NA,facultative,TRUE
painted_francolin,species,NA,shrub; grasslands; artificial,NA,NA,NA,NA,NA,NA,facultative,TRUE
painted_honeyeater,species,NA,forest; woodland; artificial; riparian,NA,NA,NA,NA,NA,NA,woodland,FALSE
painted_manakin,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
painted_parakeet,species,NA,forest; woodland; coastal,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,woodland,FALSE
painted_quail_thrush,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
painted_redstart,species,NA,NA,NA,NA,NA,Forests:  Mesoamerican Pine-Oak,NA,NA,forest,FALSE
painted_sandgrouse,species,NA,forest; shrub; grasslands; rocky_areas,NA,NA,NA,NA,NA,NA,facultative,TRUE
painted_spurfowl,species,NA,bamboo; shrub; rocky_areas,NA,NA,NA,NA,NA,NA,shrub,FALSE
painted_stork,species,NA,artificial; riparian; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,other,TRUE
painted_tiger_parrot,species,NA,forest; shrub; grasslands,NA,NA,NA,NA,NA,NA,facultative,TRUE
painted_tody_flycatcher,species,NA,forest; woodland; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
painted_whitestart,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
palani_chilappan,species,NA,forest; shrub; artificial; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
palau_bush_warbler,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
palau_cicadabird,species,NA,forest; shrub; coastal,NA,NA,NA,NA,NA,NA,shrub,FALSE
palau_fantail,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
palau_flycatcher,species,NA,forest; coastal,NA,NA,NA,NA,NA,NA,forest,FALSE
palau_fruit_dove,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
palau_ground_dove,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
palau_kingfisher,species,NA,forest; woodland,NA,NA,NA,NA,NA,NA,woodland,FALSE
palau_nightjar,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
palau_owl,species,NA,forest; woodland; artificial,NA,NA,NA,NA,NA,NA,woodland,FALSE
palau_swiftlet,species,NA,forest; shrub; rocky_areas,NA,NA,NA,NA,NA,NA,shrub,FALSE
palawan_blue_flycatcher,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
palawan_bulbul,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
palawan_crow,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
palawan_drongo,species,NA,forest; woodland; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
palawan_fairy_bluebird,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
palawan_flowerpecker,species,NA,forest; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
palawan_flycatcher,species,NA,forest; woodland; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
palawan_frogmouth,species,NA,forest; bamboo,NA,NA,NA,NA,NA,NA,forest,FALSE
palawan_hornbill,species,NA,forest; artificial; coastal,NA,NA,NA,NA,NA,NA,forest,FALSE
palawan_peacock_pheasant,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
palawan_scops_owl,species,NA,forest; artificial,NA,NA,NA,NA,NA,NA,forest,FALSE
palawan_spiderhunter,species,NA,forest; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
palawan_striped_babbler,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
palawan_sunbird,species,NA,forest; shrub; plains; artificial; coastal,NA,NA,NA,NA,NA,NA,facultative,TRUE
palawan_tit,species,NA,forest; shrub; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,shrub,FALSE
pale_baywing,species,NA,woodland; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
pale_bellied_hermit,species,NA,forest; woodland; shrub; artificial,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,shrub,FALSE
pale_bellied_mourner,species,NA,woodland; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
pale_bellied_myna,species,NA,woodland; shrub; grasslands; artificial,NA,NA,NA,NA,NA,NA,facultative,TRUE
pale_bellied_tapaculo,species,NA,woodland; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
pale_bellied_tyrant_manakin,species,NA,woodland; riparian,NA,NA,NA,NA,NA,NA,woodland,FALSE
pale_bellied_white_eye,species,NA,forest; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
pale_billed_antpitta,species,NA,forest; bamboo,NA,NA,NA,NA,NA,NA,forest,FALSE
pale_billed_araçari,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
pale_billed_flowerpecker,species,NA,forest; artificial; coastal,NA,NA,NA,NA,NA,NA,forest,FALSE
pale_billed_hornbill,species,NA,woodland,NA,NA,NA,NA,NA,NA,woodland,FALSE
pale_billed_hornero,species,NA,forest; woodland; riparian,NA,NA,NA,NA,NA,NA,woodland,FALSE
pale_billed_parrotbill,species,NA,forest; bamboo; grasslands; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,facultative,TRUE
pale_billed_scrubwren,species,NA,forest; riparian,NA,NA,NA,NA,NA,NA,forest,FALSE
pale_billed_sicklebill,species,NA,forest; coastal,NA,NA,NA,NA,NA,NA,forest,FALSE
pale_billed_woodpecker,species,NA,forest; woodland; artificial; coastal,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,woodland,FALSE
pale_blue_flycatcher,species,NA,forest; bamboo; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
pale_blue_monarch,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
pale_breasted_illadopsis,species,NA,forest; woodland; shrub; grasslands; artificial,NA,NA,NA,NA,NA,NA,facultative,TRUE
pale_breasted_spinetail,species,NA,woodland; shrub; grasslands; artificial; wetlands_lakes_marsh,NA,NA,NA,Open Country:  Habitat Mosaic,NA,facultative,facultative,TRUE
pale_breasted_thrush,species,NA,forest; woodland; shrub; artificial; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
pale_browed_tinamou,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
pale_capped_pigeon,species,NA,forest; woodland,NA,NA,NA,NA,NA,NA,woodland,FALSE
pale_chanting_goshawk,species,NA,savannah; grasslands; desert,NA,NA,NA,NA,NA,NA,facultative,TRUE
pale_chinned_flycatcher,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
pale_cicadabird,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
pale_crested_woodpecker,species,NA,forest; woodland; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
pale_crowned_cisticola,species,NA,grasslands; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,facultative,TRUE
pale_edged_flycatcher,species,NA,forest; woodland,NA,NA,NA,NA,NA,NA,woodland,FALSE
pale_eyed_black_tit,species,NA,woodland; savannah; grasslands; riparian,NA,NA,NA,NA,NA,NA,facultative,TRUE
pale_eyed_blackbird,species,NA,shrub; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,shrub,FALSE
pale_eyed_bulbul,species,NA,forest; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
pale_eyed_pygmy_tyrant,species,NA,woodland; shrub,NA,NA,NA,Forests:  Tropical Dry,NA,NA,shrub,FALSE
pale_eyed_thrush,species,NA,forest; woodland; artificial; riparian,NA,NA,NA,NA,NA,NA,woodland,FALSE
pale_faced_bare_eye,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
pale_faced_bulbul,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
pale_flycatcher,species,NA,woodland; shrub; savannah; grasslands; rocky_areas; artificial,NA,NA,NA,NA,NA,NA,facultative,TRUE
pale_footed_bush_warbler,species,NA,forest; shrub; grasslands,NA,NA,NA,NA,NA,NA,facultative,TRUE
pale_footed_swallow,species,NA,forest; artificial,NA,NA,NA,NA,NA,NA,forest,FALSE
pale_fronted_nigrita,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
pale_headed_brushfinch,species,NA,woodland; artificial,NA,NA,NA,NA,NA,NA,woodland,FALSE
pale_headed_jacamar,species,NA,forest; woodland; shrub; savannah,NA,NA,NA,NA,NA,NA,facultative,TRUE
pale_headed_munia,species,NA,shrub; grasslands; artificial,NA,NA,NA,NA,NA,NA,facultative,TRUE
pale_headed_rosella,species,NA,forest; woodland; shrub; artificial; riparian; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,shrub,FALSE
pale_headed_woodpecker,species,NA,forest; bamboo; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
pale_legged_hornero,species,NA,forest; woodland; shrub; artificial; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
pale_legged_leaf_warbler,species,NA,forest; riparian; coastal,NA,NA,NA,NA,NA,NA,forest,FALSE
pale_legged_shrike_vireo,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
pale_legged_warbler,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
pale_mountain_pigeon,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
pale_naped_brushfinch,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
pale_olive_greenbul,species,NA,forest; woodland; shrub; savannah; riparian,NA,NA,NA,NA,NA,NA,facultative,TRUE
pale_prinia,species,NA,shrub; savannah; desert,NA,NA,NA,NA,NA,NA,facultative,TRUE
pale_rock_martin,species,NA,rocky_areas; desert; artificial; riparian; coastal,NA,NA,NA,NA,NA,NA,other,TRUE
pale_rosefinch,species,NA,shrub; plains; rocky_areas; artificial,NA,NA,NA,NA,NA,NA,facultative,TRUE
pale_rumped_swift,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
pale_sand_martin,species,NA,plains; riparian,NA,NA,NA,NA,NA,NA,facultative,TRUE
pale_sparrow,species,NA,plains; rocky_areas; desert,NA,NA,NA,NA,NA,NA,facultative,TRUE
pale_tailed_barbthroat,species,NA,forest; shrub; grasslands; artificial; riparian,NA,NA,NA,NA,NA,NA,facultative,TRUE
pale_throated_barbet,species,NA,forest; savannah; grasslands,NA,NA,NA,NA,NA,NA,facultative,TRUE
pale_throated_greenbul,species,NA,woodland; shrub; artificial; riparian; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,shrub,FALSE
pale_throated_pampa_finch,species,NA,woodland; shrub; savannah; rocky_areas,NA,NA,NA,NA,NA,NA,facultative,TRUE
pale_throated_serra_finch,species,NA,NA,NA,NA,NA,NA,NA,facultative,facultative,TRUE
pale_throated_wren_babbler,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
pale_thrush,species,NA,forest; woodland; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
pale_tipped_tyrannulet,species,NA,forest; woodland; shrub; savannah; coastal,NA,NA,NA,NA,NA,NA,facultative,TRUE
pale_vented_bush_hen,species,NA,forest; bamboo; shrub; grasslands; artificial; riparian; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,facultative,TRUE
pale_vented_pigeon,species,NA,forest; woodland; shrub; riparian; coastal,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,shrub,FALSE
pale_vented_thrush,species,NA,forest; artificial; riparian,NA,NA,NA,Forests:  Tropical Montane Evergreen,NA,NA,forest,FALSE
pale_winged_starling,species,NA,rocky_areas,NA,NA,NA,NA,NA,NA,other,TRUE
pale_yellow_robin,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
palestine_sunbird,species,NA,woodland; savannah; grasslands; rocky_areas; artificial; riparian,NA,NA,NA,NA,NA,NA,facultative,TRUE
palila,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
pallass_bunting,species,NA,shrub; savannah; grasslands; riparian; wetlands_lakes_marsh,NA,shrub; tundra,NA,NA,NA,NA,facultative,TRUE
pallass_fish_eagle,species,NA,forest; riparian; coastal; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,forest,FALSE
pallass_grasshopper_warbler,species,NA,shrub; grasslands; riparian; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,facultative,TRUE
pallass_gull,species,NA,artificial; riparian; coastal; wetlands_lakes_marsh,NA,reed; freshwater,NA,NA,NA,NA,other,TRUE
pallass_leaf_warbler,species,NA,forest; woodland; shrub; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
pallass_rosefinch,species,NA,forest; woodland; shrub; grasslands; artificial,NA,NA,NA,NA,NA,NA,facultative,TRUE
pallass_sandgrouse,species,NA,shrub; grasslands; desert,NA,NA,NA,NA,NA,NA,facultative,TRUE
pallid_cuckoo,species,NA,forest; woodland; shrub; artificial; coastal,NA,NA,NA,NA,NA,NA,shrub,FALSE
pallid_dove,species,NA,forest; woodland; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
pallid_harrier,species,NA,woodland; grasslands; plains; artificial; riparian; wetlands_lakes_marsh,NA,grassland,NA,NA,NA,NA,obligate,TRUE
