species,primary_habitat,habitat
black_siskin,Grassland,woodland; shrub; grasslands; rocky_areas; artificial
yellow_rumped_siskin,Rocky,woodland; shrub; savannah; rocky_areas; artificial; riparian
thick_billed_siskin,Shrub,woodland; shrub; riparian
andean_siskin,Shrub,forest; shrub; artificial
elegant_euphonia,Forest,forest; woodland; shrub; artificial
hispaniolan_euphonia,Forest,forest; woodland; artificial
puerto_rican_euphonia,Shrub,forest; shrub; artificial
lesser_antillean_euphonia,Shrub,forest; woodland; shrub
golden_rumped_euphonia,Forest,forest; woodland; shrub; artificial
blue_naped_chlorophonia,Forest,forest; woodland; shrub
chestnut_breasted_chlorophonia,Forest,forest; shrub
yellow_collared_chlorophonia,Forest,forest; shrub
blue_crowned_chlorophonia,Forest,forest; shrub; artificial
golden_browed_chlorophonia,Forest,forest; shrub
jamaican_euphonia,Forest,forest; woodland; shrub; artificial
orange_crowned_euphonia,Shrub,forest; woodland; shrub; artificial; riparian
plumbeous_euphonia,Woodland,woodland; shrub; rocky_areas
purple_throated_euphonia,Forest,forest; woodland; shrub; artificial; riparian; coastal
finschs_euphonia,Shrub,forest; woodland; shrub; savannah; riparian
velvet_fronted_euphonia,Forest,forest; woodland; artificial; riparian
trinidad_euphonia,Woodland,woodland; shrub; savannah; artificial; riparian
west_mexican_euphonia,Woodland,woodland
scrub_euphonia,Woodland,forest; woodland; shrub; artificial; riparian
yellow_crowned_euphonia,Shrub,forest; shrub; savannah; artificial; riparian
white_lored_euphonia,Forest,forest; woodland
white_vented_euphonia,Forest,forest
green_throated_euphonia,Forest,forest; woodland; artificial
violaceous_euphonia,Forest,forest; woodland; shrub; artificial; riparian
yellow_throated_euphonia,Shrub,forest; woodland; shrub; artificial; riparian
thick_billed_euphonia,Forest,forest; woodland; shrub; artificial; riparian
spot_crowned_euphonia,Forest,forest; shrub
olive_backed_euphonia,Forest,forest; shrub; artificial
fulvous_vented_euphonia,Forest,forest; shrub
tawny_capped_euphonia,Forest,forest; woodland
orange_bellied_euphonia,Forest,forest; shrub; artificial; riparian
bronze_green_euphonia,Forest,forest; shrub
golden_sided_euphonia,Forest,forest; woodland; shrub
rufous_bellied_euphonia,Forest,forest; woodland; artificial
chestnut_bellied_euphonia,Forest,forest; woodland
thick_billed_longspur,Grassland,grasslands; artificial
lapland_longspur,Grassland,grasslands; coastal; wetlands_lakes_marsh
smiths_longspur,Grassland,shrub; grasslands; wetlands_lakes_marsh
chestnut_collared_longspur,Grassland,grasslands
snow_bunting,Rocky,plains; rocky_areas; artificial; coastal
mc_kays_bunting,Grassland,grasslands; rocky_areas
rosy_thrush_tanager,Shrub,forest; woodland; shrub; riparian
crested_bunting,Grassland,shrub; grasslands; rocky_areas; artificial
slaty_bunting,Forest,forest; bamboo; shrub; artificial
corn_bunting,Grassland,shrub; grasslands; rocky_areas; artificial
yellowhammer,Woodland,forest; woodland; shrub; artificial
pine_bunting,Forest,forest; woodland; grasslands; artificial
rock_bunting,Rocky,shrub; grasslands; rocky_areas; artificial
godlewskis_bunting,Shrub,shrub; rocky_areas; artificial
meadow_bunting,Grassland,forest; woodland; shrub; grasslands
white_capped_bunting,Grassland,woodland; shrub; grasslands; rocky_areas; artificial
jankowskis_bunting,Grassland,grasslands
grey_necked_bunting,Rocky,grasslands; rocky_areas; desert
cinereous_bunting,Rocky,shrub; grasslands; rocky_areas; desert; artificial
ortolan_bunting,Shrub,shrub; grasslands; rocky_areas; desert; artificial
cretzschmars_bunting,Rocky,savannah; grasslands; rocky_areas; desert; artificial
cirl_bunting,Shrub,woodland; shrub; grasslands; artificial
striolated_bunting,Rocky,shrub; grasslands; rocky_areas; desert; artificial
house_bunting,Artificial,rocky_areas; desert; artificial
lark_like_bunting,Rocky,woodland; shrub; grasslands; rocky_areas
cinnamon_breasted_bunting,Rocky,forest; woodland; shrub; rocky_areas; desert; artificial
grey_throated_bunting,Rocky,savannah; plains; rocky_areas
socotra_bunting,Shrub,shrub
cape_bunting,Shrub,shrub; grasslands; rocky_areas; artificial
tristrams_bunting,Forest,forest; woodland
chestnut_eared_bunting,Shrub,shrub; grasslands; artificial; riparian; wetlands_lakes_marsh
little_bunting,Forest,forest; shrub; artificial; riparian; wetlands_lakes_marsh
yellow_browed_bunting,Forest,forest; shrub
rustic_bunting,Forest,forest; woodland; shrub; artificial; riparian; wetlands_lakes_marsh
yellow_throated_bunting,Woodland,forest; woodland; artificial; riparian
yellow_breasted_bunting,Grassland,forest; shrub; grasslands; artificial; riparian; wetlands_lakes_marsh
somali_bunting,Grassland,woodland; shrub; savannah; grasslands
golden_breasted_bunting,Woodland,woodland; savannah; artificial
brown_rumped_bunting,Woodland,forest; woodland
cabaniss_bunting,Woodland,forest; woodland
chestnut_bunting,Forest,forest; woodland; artificial
tibetan_bunting,Shrub,shrub; rocky_areas
black_headed_bunting,Shrub,woodland; shrub; artificial
red_headed_bunting,Grassland,shrub; grasslands; desert; artificial
yellow_bunting,Forest,forest
black_faced_bunting,Shrub,forest; shrub; artificial; riparian
masked_bunting,Forest,forest; woodland; artificial; riparian
grey_bunting,Shrub,forest; shrub; artificial; riparian
pallass_bunting,Grassland,shrub; savannah; grasslands; riparian; wetlands_lakes_marsh
ochre_rumped_bunting,Wetland,grasslands; riparian; coastal; wetlands_lakes_marsh
reed_bunting,Wetland,forest; woodland; shrub; grasslands; artificial; wetlands_lakes_marsh
tanager_finch,Forest,forest
yellow_throated_chlorospingus,Forest,forest; woodland; riparian
orange_throated_chlorospingus,Forest,forest; woodland
short_billed_chlorospingus,Forest,forest; shrub; riparian
ashy_throated_chlorospingus,Forest,forest; shrub
sooty_capped_chlorospingus,Forest,forest; shrub
common_chlorospingus,Forest,forest; shrub
tacarcuna_chlorospingus,Forest,forest; shrub
pirre_chlorospingus,Forest,forest; bamboo; woodland; shrub
dusky_chlorospingus,Forest,forest; shrub
tumbes_sparrow,Shrub,woodland; shrub; desert; riparian; wetlands_lakes_marsh
yungas_sparrow,Shrub,forest; shrub; grasslands; artificial
chaco_sparrow,Woodland,woodland; shrub
rufous_winged_sparrow,Grassland,shrub; grasslands
cinnamon_tailed_sparrow,Shrub,shrub; artificial
stripe_headed_sparrow,Savanna,forest; shrub; savannah; grasslands
black_chested_sparrow,Shrub,shrub; desert
bridled_sparrow,Shrub,woodland; shrub; rocky_areas
botteris_sparrow,Grassland,shrub; grasslands
cassins_sparrow,Grassland,shrub; grasslands; artificial
bachmans_sparrow,Woodland,woodland; shrub
grasshopper_sparrow,Grassland,shrub; savannah; grasslands
grassland_sparrow,Grassland,shrub; savannah; grasslands; artificial
yellow_browed_sparrow,Grassland,forest; grasslands; artificial; riparian
olive_sparrow,Woodland,forest; woodland; shrub
green_backed_sparrow,Forest,forest; shrub
black_striped_sparrow,Shrub,woodland; shrub; artificial
tocuyo_sparrow,Forest,forest; woodland; shrub
five_striped_sparrow,Shrub,shrub; rocky_areas; desert
black_throated_sparrow,Plains,shrub; plains; desert
lark_sparrow,Grassland,forest; woodland; shrub; savannah; grasslands; artificial
lark_bunting,Grassland,shrub; grasslands; artificial
chipping_sparrow,Woodland,forest; woodland; shrub; savannah; artificial
clay_colored_sparrow,Shrub,forest; woodland; shrub; grasslands; riparian; wetlands_lakes_marsh
black_chinned_sparrow,Shrub,shrub; grasslands; artificial
field_sparrow,Grassland,woodland; shrub; grasslands; artificial
brewers_sparrow,Shrub,shrub; grasslands
worthens_sparrow,Shrub,shrub; grasslands
sierra_nevada_brushfinch,Forest,forest
perija_brushfinch,Forest,forest
costa_rican_brushfinch,Forest,forest; bamboo
black_headed_brushfinch,Forest,forest; shrub
caracas_brushfinch,Forest,forest
paria_brushfinch,Forest,forest
grey_browed_brushfinch,Forest,forest
white_browed_brushfinch,Forest,forest; shrub
orange_billed_sparrow,Forest,forest; woodland
black_capped_sparrow,Forest,forest; shrub; riparian
maranon_sparrow,Forest,forest; shrub; riparian
golden_winged_sparrow,Forest,forest; woodland; shrub
yellow_mandibled_sparrow,Forest,forest; shrub; artificial
pectoral_sparrow,Forest,forest; shrub
sao_francisco_sparrow,Shrub,shrub
half_collared_sparrow,Forest,forest; shrub; artificial
stripe_crowned_sparrow,Forest,forest
saffron_billed_sparrow,Woodland,woodland; shrub; riparian
green_striped_brushfinch,Forest,forest
chestnut_capped_brushfinch,Forest,forest; shrub; artificial
sooty_faced_finch,Forest,forest; riparian
olive_finch,Forest,forest; shrub
sooty_fox_sparrow,Shrub,woodland; shrub; riparian
slate_coloured_fox_sparrow,Riparian,woodland; riparian
thick_billed_fox_sparrow,Riparian,shrub; riparian
red_fox_sparrow,Shrub,forest; woodland; shrub; riparian
american_tree_sparrow,Shrub,woodland; shrub; grasslands; artificial; riparian; wetlands_lakes_marsh
volcano_junco,Grassland,forest; shrub; grasslands; wetlands_lakes_marsh
guadalupe_junco,Forest,forest; woodland; shrub; grasslands; rocky_areas; coastal
dark_eyed_junco,Woodland,woodland; shrub; grasslands; artificial
yellow_eyed_junco,Forest,forest; woodland; shrub; grasslands; artificial
bairds_junco,Woodland,forest; woodland; riparian
rufous_collared_sparrow,Shrub,shrub; grasslands; artificial
white_crowned_sparrow,Shrub,forest; woodland; shrub; grasslands; artificial; riparian; wetlands_lakes_marsh
golden_crowned_sparrow,Shrub,forest; woodland; shrub; grasslands; artificial; riparian; wetlands_lakes_marsh
harriss_sparrow,Shrub,forest; woodland; shrub; grasslands; artificial; riparian; wetlands_lakes_marsh
white_throated_sparrow,Woodland,woodland; shrub; artificial
sagebrush_sparrow,Shrub,shrub; grasslands; desert
bells_sparrow,Shrub,shrub; desert; coastal
striped_sparrow,Woodland,woodland; shrub; grasslands
vesper_sparrow,Grassland,forest; shrub; savannah; grasslands; artificial
le_contes_sparrow,Grassland,shrub; grasslands; wetlands_lakes_marsh
seaside_sparrow,Coastal,coastal; wetlands_lakes_marsh
nelsons_sparrow,Coastal,grasslands; coastal; wetlands_lakes_marsh
saltmarsh_sparrow,Coastal,grasslands; coastal; wetlands_lakes_marsh
bairds_sparrow,Grassland,shrub; grasslands; artificial
henslows_sparrow,Grassland,woodland; shrub; grasslands
savannah_sparrow,Grassland,shrub; grasslands; plains; artificial; wetlands_lakes_marsh
beldings_sparrow,Coastal,shrub; coastal
san_benito_sparrow,Shrub,shrub; coastal
large_billed_sparrow,Coastal,coastal
sierra_madre_sparrow,Grassland,grasslands; artificial
song_sparrow,Shrub,woodland; shrub; riparian; coastal
lincolns_sparrow,Wetland,woodland; shrub; grasslands; artificial; wetlands_lakes_marsh
swamp_sparrow,Wetland,woodland; shrub; grasslands; riparian; coastal; wetlands_lakes_marsh
large_footed_finch,Forest,forest; bamboo; shrub; grasslands
zapata_sparrow,Shrub,forest; woodland; shrub; coastal; wetlands_lakes_marsh
rusty_crowned_ground_sparrow,Shrub,woodland; shrub
canyon_towhee,Shrub,shrub; artificial; riparian
white_throated_towhee,Shrub,woodland; shrub; artificial
aberts_towhee,Shrub,woodland; shrub; desert; artificial; riparian
california_towhee,Shrub,shrub; artificial; riparian
white_eared_ground_sparrow,Forest,forest
grey_crowned_ground_sparrow,Forest,forest; shrub; plains
prevosts_ground_sparrow,Shrub,woodland; shrub; artificial
costa_rican_ground_sparrow,Shrub,woodland; shrub; artificial
rusty_sparrow,Woodland,forest; woodland; shrub; grasslands
rufous_crowned_sparrow,Shrub,woodland; shrub; grasslands; rocky_areas
oaxaca_sparrow,Shrub,shrub
green_tailed_towhee,Shrub,shrub; riparian
spotted_towhee,Forest,forest; woodland; shrub; artificial; riparian
socorro_towhee,Shrub,woodland
eastern_towhee,Forest,forest; woodland; shrub; artificial; riparian
bermuda_towhee,Forest,forest
collared_towhee,Woodland,woodland; shrub
rufous_capped_brushfinch,Forest,forest; shrub
white_naped_brushfinch,Forest,forest; woodland
yellow_thighed_brushfinch,Forest,forest; bamboo; shrub; grasslands; riparian
yellow_green_brushfinch,Forest,forest
moustached_brushfinch,Forest,forest; shrub
merida_brushfinch,Forest,forest; bamboo
tepui_brushfinch,Forest,forest; woodland; shrub
santa_marta_brushfinch,Forest,forest; shrub
ochre_breasted_brushfinch,Forest,forest; shrub
yellow_headed_brushfinch,Forest,forest; shrub
dusky_headed_brushfinch,Forest,forest; shrub; artificial
white_rimmed_brushfinch,Forest,forest; shrub
white_headed_brushfinch,Forest,forest; shrub; riparian
rufous_eared_brushfinch,Woodland,forest; woodland; shrub
choco_brushfinch,Shrub,forest; woodland; shrub
golden_crowned_brush_finch,Shrub,forest; woodland; shrub
slaty_brushfinch,Shrub,forest; woodland; shrub; savannah
taczanowskis_brushfinch,Shrub,forest; woodland; shrub
pale_naped_brushfinch,Forest,forest; shrub
antioquia_brushfinch,Forest,forest
yellow_breasted_brushfinch,Forest,forest; shrub
black_fronted_brushfinch,Forest,forest; shrub
white_winged_brushfinch,Shrub,woodland; shrub
cream_crowned_brushfinch,Forest,forest
pale_headed_brushfinch,Woodland,woodland; artificial
bay_crowned_brushfinch,Forest,forest; woodland; shrub
rusty_bellied_brushfinch,Woodland,woodland; shrub
apurimac_brushfinch,Forest,forest
black_spectacled_brushfinch,Forest,forest; shrub
vilcabamba_brushfinch,Forest,forest; shrub
cuzco_brushfinch,Forest,forest
black_faced_brushfinch,Forest,forest; shrub
bolivian_brushfinch,Forest,forest; shrub
fulvous_headed_brushfinch,Woodland,forest; woodland
yellow_striped_brushfinch,Forest,forest; woodland; shrub; artificial
western_chat_tanager,Forest,forest; shrub; riparian
eastern_chat_tanager,Forest,forest; shrub; riparian
black_crowned_palm_tanager,Shrub,forest; woodland; shrub; artificial; coastal
grey_crowned_palm_tanager,Forest,forest; woodland; shrub; artificial; coastal
green_tailed_warbler,Shrub,forest; shrub
white_winged_warbler,Forest,forest; woodland; shrub
puerto_rican_tanager,Forest,forest; shrub; artificial
western_spindalis,Forest,forest; woodland; shrub; coastal
hispaniolan_spindalis,Shrub,forest; woodland; shrub; artificial
puerto_rican_spindalis,Shrub,forest; woodland; shrub; artificial
jamaican_spindalis,Forest,forest; woodland; shrub
wrenthrush,Forest,forest; bamboo; riparian
yellow_headed_warbler,Forest,forest; shrub
oriente_warbler,Forest,forest; woodland; shrub
yellow_breasted_chat,Woodland,woodland; shrub
yellow_headed_blackbird,Wetland,grasslands; artificial; wetlands_lakes_marsh
bobolink,Grassland,grasslands; artificial; wetlands_lakes_marsh
western_meadowlark,Grassland,savannah; grasslands; desert; artificial
eastern_meadowlark,Grassland,shrub; savannah; grasslands; artificial
chihuahuan_meadowlark,Grassland,grasslands; desert; artificial
red_breasted_meadowlark,Grassland,shrub; savannah; grasslands; artificial
white_browed_meadowlark,Grassland,grasslands; artificial; wetlands_lakes_marsh
peruvian_meadowlark,Artificial,woodland; grasslands; desert; artificial; riparian; coastal
long_tailed_meadowlark,Grassland,shrub; grasslands
pampas_meadowlark,Grassland,grasslands
yellow_billed_cacique,Shrub,forest; bamboo; woodland; shrub; riparian; wetlands_lakes_marsh
yellow_winged_cacique,Shrub,forest; shrub; artificial; coastal
chestnut_headed_oropendola,Forest,forest; shrub; artificial; riparian
russet_backed_oropendola,Forest,forest; riparian
green_billed_oropendola,Forest,forest; woodland; artificial
dusky_green_oropendola,Forest,forest; riparian
crested_oropendola,Forest,forest; shrub; savannah; artificial; riparian
green_oropendola,Forest,forest
olive_oropendola,Forest,forest; bamboo; shrub; artificial; riparian
montezuma_oropendola,Forest,forest; shrub; artificial; riparian
black_oropendola,Forest,forest; riparian
baudo_oropendola,Forest,forest; riparian
solitary_cacique,Forest,forest; woodland; shrub; riparian
golden_winged_cacique,Forest,forest; woodland; shrub; artificial
selva_cacique,Forest,forest; shrub; riparian; wetlands_lakes_marsh
ecuadorian_cacique,Forest,forest; artificial
yellow_rumped_cacique,Forest,forest; shrub; savannah; grasslands; artificial; riparian
black_tailed_cacique,Forest,forest; shrub; savannah; artificial; riparian
scarlet_rumped_cacique,Forest,forest; artificial
pacific_cacique,Forest,forest; shrub
subtropical_cacique,Forest,forest
mountain_cacique,Forest,forest; shrub
band_tailed_cacique,Forest,forest; riparian; wetlands_lakes_marsh
casqued_cacique,Forest,forest
red_rumped_cacique,Forest,forest; shrub; riparian
scotts_oriole,Woodland,woodland; shrub; desert
yellow_backed_oriole,Forest,forest; woodland; shrub; savannah
audubons_oriole,Woodland,forest; woodland; shrub
jamaican_oriole,Forest,forest; woodland; artificial; coastal
orange_oriole,Woodland,woodland; artificial; wetlands_lakes_marsh
altamira_oriole,Woodland,forest; woodland; shrub; savannah; wetlands_lakes_marsh
yellow_oriole,Shrub,forest; woodland; shrub; artificial; riparian; coastal; wetlands_lakes_marsh
bullocks_oriole,Woodland,woodland; grasslands; desert
streak_backed_oriole,Forest,forest; woodland; shrub; desert; artificial
black_backed_oriole,Woodland,forest; woodland; artificial; riparian
baltimore_oriole,Forest,forest; woodland; grasslands; desert; artificial
yellow_tailed_oriole,Forest,forest; bamboo; shrub; artificial; riparian
spot_breasted_oriole,Woodland,woodland; shrub; artificial
white_edged_oriole,Woodland,forest; woodland; shrub; desert; riparian
campo_troupial,Shrub,woodland; shrub; artificial
venezuelan_troupial,Savanna,woodland; savannah; artificial; riparian
orange_backed_troupial,Riparian,forest; shrub; riparian
bar_winged_oriole,Forest,forest; woodland; shrub
black_vented_oriole,Woodland,woodland; shrub; desert; artificial
hooded_oriole,Woodland,forest; woodland; desert; artificial
black_cowled_oriole,Forest,forest; woodland; shrub; artificial; riparian
orchard_oriole,Woodland,forest; woodland; shrub; savannah; artificial; riparian; wetlands_lakes_marsh
fuertess_oriole,Shrub,shrub; artificial; coastal
cuban_oriole,Forest,forest; artificial
bahama_oriole,Forest,forest; artificial; coastal; wetlands_lakes_marsh
martinique_oriole,Forest,forest; woodland; artificial; coastal
puerto_rican_oriole,Forest,forest; woodland; artificial
montserrat_oriole,Forest,forest; woodland
saint_lucia_oriole,Forest,forest; woodland; shrub; artificial; coastal
hispaniolan_oriole,Forest,forest; woodland; shrub; artificial
orange_crowned_oriole,Forest,forest; woodland; wetlands_lakes_marsh
variable_oriole,Forest,forest; woodland; shrub; artificial; wetlands_lakes_marsh
epaulet_oriole,Forest,forest; woodland; artificial; riparian
moriche_oriole,Riparian,forest; artificial; riparian
jamaican_blackbird,Forest,forest; woodland
yellow_shouldered_blackbird,Coastal,forest; woodland; shrub; grasslands; artificial; coastal
tawny_shouldered_blackbird,Woodland,woodland; artificial
tricolored_blackbird,Wetland,artificial; wetlands_lakes_marsh
red_winged_blackbird,Wetland,shrub; grasslands; artificial; wetlands_lakes_marsh
red_shouldered_blackbird,Wetland,artificial; wetlands_lakes_marsh
screaming_cowbird,Grassland,shrub; grasslands; artificial
giant_cowbird,Shrub,shrub; artificial
shiny_cowbird,Grassland,shrub; grasslands; artificial; riparian; wetlands_lakes_marsh
bronzed_cowbird,Grassland,forest; woodland; grasslands; desert; artificial
bronze_brown_cowbird,Woodland,woodland; shrub; artificial; coastal
brown_headed_cowbird,Grassland,forest; woodland; grasslands; riparian
scrub_blackbird,Shrub,woodland; shrub; desert; artificial
melodious_blackbird,Forest,forest; artificial
cuban_blackbird,Artificial,woodland; artificial
rusty_blackbird,Wetland,forest; woodland; grasslands; artificial; riparian; wetlands_lakes_marsh
brewers_blackbird,Artificial,shrub; grasslands; artificial; coastal; wetlands_lakes_marsh
common_grackle,Woodland,forest; woodland; shrub; artificial; riparian; wetlands_lakes_marsh
nicaraguan_grackle,Wetland,shrub; grasslands; artificial; riparian; wetlands_lakes_marsh
carib_grackle,Woodland,woodland; shrub; artificial
greater_antillean_grackle,Artificial,woodland; savannah; artificial; coastal; wetlands_lakes_marsh
boat_tailed_grackle,Wetland,artificial; wetlands_lakes_marsh
great_tailed_grackle,Artificial,bamboo; shrub; grasslands; desert; artificial; riparian; coastal; wetlands_lakes_marsh
slender_billed_grackle,Wetland,artificial; wetlands_lakes_marsh
red_bellied_grackle,Forest,forest; shrub
velvet_fronted_grackle,Forest,forest; artificial; riparian; coastal
oriole_blackbird,Forest,forest; shrub; grasslands; artificial; riparian; wetlands_lakes_marsh
mountain_grackle,Forest,forest
golden_tufted_grackle,Forest,forest
austral_blackbird,Shrub,forest; woodland; shrub; grasslands; artificial; coastal; wetlands_lakes_marsh
scarlet_headed_blackbird,Wetland,wetlands_lakes_marsh
forbess_blackbird,Forest,forest; woodland; grasslands; artificial; wetlands_lakes_marsh
chopi_blackbird,Forest,forest; woodland; shrub; artificial
bolivian_blackbird,Shrub,shrub; grasslands; rocky_areas; artificial
greyish_baywing,Woodland,woodland; savannah; grasslands; artificial
pale_baywing,Woodland,woodland; shrub; artificial
yellow_winged_blackbird,Wetland,grasslands; artificial; wetlands_lakes_marsh
pale_eyed_blackbird,Wetland,shrub; wetlands_lakes_marsh
unicolored_blackbird,Wetland,grasslands; artificial; wetlands_lakes_marsh
chestnut_capped_blackbird,Wetland,artificial; wetlands_lakes_marsh
yellow_hooded_blackbird,Wetland,shrub; grasslands; artificial; coastal; wetlands_lakes_marsh
saffron_cowled_blackbird,Wetland,forest; bamboo; savannah; grasslands; artificial; wetlands_lakes_marsh
brown_and_yellow_marshbird,Wetland,shrub; savannah; grasslands; rocky_areas; artificial; wetlands_lakes_marsh
yellow_rumped_marshbird,Wetland,shrub; savannah; wetlands_lakes_marsh
ovenbird,Forest,forest; shrub
worm_eating_warbler,Shrub,forest; shrub; riparian
louisiana_waterthrush,Riparian,forest; woodland; shrub; riparian; wetlands_lakes_marsh
northern_waterthrush,Wetland,forest; woodland; shrub; artificial; riparian; coastal; wetlands_lakes_marsh
bachmans_warbler,Forest,forest; shrub; wetlands_lakes_marsh
golden_winged_warbler,Grassland,forest; woodland; shrub; grasslands; riparian
blue_winged_warbler,Shrub,woodland; shrub; riparian
black_and_white_warbler,Woodland,woodland; shrub
prothonotary_warbler,Woodland,forest; woodland; coastal; wetlands_lakes_marsh
swainsons_warbler,Forest,forest; shrub; wetlands_lakes_marsh
crescent_chested_warbler,Forest,forest
flame_throated_warbler,Forest,forest
tennessee_warbler,Forest,forest; woodland; shrub; artificial
orange_crowned_warbler,Shrub,woodland; shrub
colima_warbler,Forest,forest; woodland; shrub
lucys_warbler,Woodland,woodland; shrub; desert
nashville_warbler,Woodland,woodland; shrub
virginias_warbler,Shrub,forest; shrub; riparian
sempers_warbler,Forest,forest; woodland
connecticut_warbler,Forest,forest; woodland; shrub; wetlands_lakes_marsh
grey_crowned_yellowthroat,Shrub,woodland; shrub; savannah; grasslands; artificial
masked_yellowthroat,Wetland,savannah; grasslands; riparian; wetlands_lakes_marsh
chiriqui_yellowthroat,Wetland,shrub; grasslands; wetlands_lakes_marsh
black_lored_yellowthroat,Forest,forest; shrub
southern_yellowthroat,Forest,forest; woodland; shrub; savannah; grasslands; wetlands_lakes_marsh
mac_gillivrays_warbler,Forest,forest; shrub
mourning_warbler,Forest,forest; woodland; shrub
kentucky_warbler,Forest,forest; woodland; shrub; riparian
olive_crowned_yellowthroat,Wetland,shrub; grasslands; riparian; wetlands_lakes_marsh
bairds_yellowthroat,Grassland,bamboo; woodland; shrub; grasslands; riparian; wetlands_lakes_marsh
black_polled_yellowthroat,Wetland,wetlands_lakes_marsh
beldings_yellowthroat,Wetland,artificial; coastal; wetlands_lakes_marsh
bahama_yellowthroat,Woodland,woodland
altamira_yellowthroat,Wetland,riparian; wetlands_lakes_marsh
common_yellowthroat,Wetland,shrub; wetlands_lakes_marsh
hooded_yellowthroat,Shrub,shrub
whistling_warbler,Forest,forest; shrub; riparian
plumbeous_warbler,Woodland,forest; woodland; shrub
elfin_woods_warbler,Forest,forest; woodland; shrub; artificial
arrowhead_warbler,Forest,forest
hooded_warbler,Woodland,woodland; shrub; riparian
american_redstart,Woodland,woodland; shrub; coastal
kirtlands_warbler,Forest,forest; shrub
cape_may_warbler,Forest,forest; woodland; shrub; artificial
cerulean_warbler,Forest,forest; wetlands_lakes_marsh
northern_parula,Forest,forest
tropical_parula,Forest,forest; woodland; shrub; riparian
socorro_parula,Rocky,woodland; shrub; rocky_areas; coastal
magnolia_warbler,Forest,forest; woodland; shrub; artificial
bay_breasted_warbler,Forest,forest; woodland; wetlands_lakes_marsh
blackburnian_warbler,Forest,forest; woodland; shrub
american_yellow_warbler,Shrub,forest; shrub; artificial; riparian; coastal; wetlands_lakes_marsh
golden_warbler,Coastal,forest; shrub; coastal; wetlands_lakes_marsh
chestnut_sided_warbler,Forest,forest; woodland; shrub; artificial
blackpoll_warbler,Forest,forest; woodland
black_throated_blue_warbler,Woodland,forest; woodland; shrub; artificial
palm_warbler,Shrub,shrub; grasslands; artificial; wetlands_lakes_marsh
olive_capped_warbler,Forest,forest
pine_warbler,Forest,forest; shrub; grasslands; artificial
myrtle_warbler,Forest,forest; woodland; shrub; desert; artificial; coastal; wetlands_lakes_marsh
audubons_warbler,Forest,forest; woodland; shrub; desert; artificial; coastal; wetlands_lakes_marsh
goldmans_warbler,Forest,forest; woodland; shrub; desert; artificial; coastal; wetlands_lakes_marsh
yellow_throated_warbler,Forest,forest; woodland; shrub; artificial; riparian
bahama_warbler,Forest,forest
vitelline_warbler,Woodland,forest; woodland; shrub; artificial; coastal
prairie_warbler,Woodland,woodland; shrub; artificial; coastal; wetlands_lakes_marsh
adelaides_warbler,Forest,forest; shrub; artificial
barbuda_warbler,Forest,forest; woodland; shrub; coastal
saint_lucia_warbler,Forest,forest; woodland; shrub; coastal
graces_warbler,Forest,forest; savannah
black_throated_grey_warbler,Woodland,forest; woodland
townsends_warbler,Forest,forest; woodland
hermit_warbler,Forest,forest; woodland
golden_cheeked_warbler,Forest,forest; shrub
black_throated_green_warbler,Forest,forest; woodland; shrub; rocky_areas; wetlands_lakes_marsh
northern_citrine_warbler,Forest,forest; shrub
peruvian_citrine_warbler,Forest,forest
bolivian_citrine_warbler,Forest,forest; shrub
santa_marta_warbler,Shrub,forest; shrub; riparian
white_striped_warbler,Forest,forest; riparian
flavescent_warbler,Woodland,woodland; shrub; riparian
white_rimmed_warbler,Forest,forest; riparian
pale_legged_warbler,Forest,forest; shrub
black_crested_warbler,Forest,forest; bamboo; shrub
buff_rumped_warbler,Riparian,forest; riparian
southern_riverbank_warbler,Wetland,forest; riparian; wetlands_lakes_marsh
northern_riverbank_warbler,Riparian,forest; riparian
two_banded_warbler,Forest,forest; bamboo; shrub
roraiman_warbler,Forest,forest
choco_warbler,Forest,forest
cuzco_warbler,Forest,forest; shrub
white_lored_warbler,Forest,forest; shrub
grey_throated_warbler,Forest,forest; shrub
grey_and_gold_warbler,Forest,forest; shrub; riparian
russet_crowned_warbler,Forest,forest; shrub
grey_headed_warbler,Forest,forest
fan_tailed_warbler,Forest,forest; rocky_areas
rufous_capped_warbler,Shrub,forest; shrub; artificial
chestnut_capped_warbler,Forest,forest
black_cheeked_warbler,Forest,forest; bamboo; woodland; riparian
pirre_warbler,Forest,forest
golden_browed_warbler,Forest,forest
stripe_crowned_warbler,Forest,forest; woodland; shrub
yellow_crowned_warbler,Forest,forest; woodland; shrub; artificial
golden_crowned_warbler,Forest,forest; shrub; artificial
white_bellied_warbler,Forest,forest; woodland; riparian
costa_rican_warbler,Forest,forest
tacarcuna_warbler,Forest,forest
three_banded_warbler,Forest,forest; shrub; riparian
yungas_warbler,Forest,forest
three_striped_warbler,Forest,forest; shrub
canada_warbler,Forest,forest; woodland; shrub
wilsons_warbler,Woodland,woodland; shrub
red_faced_warbler,Forest,forest
red_warbler,Forest,forest
pink_headed_warbler,Forest,forest
painted_whitestart,Forest,forest
slate_throated_whitestart,Forest,forest; shrub
brown_capped_whitestart,Forest,forest; shrub
yellow_crowned_whitestart,Forest,forest; shrub
white_fronted_whitestart,Forest,forest; shrub
yellow_fronted_whitestart,Forest,forest
golden_fronted_whitestart,Forest,forest
spectacled_whitestart,Forest,forest; shrub
